aluno.escola.nome;aluno.numero_identificacao;aluno.periodo;aluno.turma;aluno.nascimento;aluno.sexo;aluno.raca
Escola Municipal Beatriz Rodrigues da Silva-2019;16649;0;92.01;2004-12-21;0;1
Escola municipal Aurélio Buarque de Holanda;10480;0;92.03;2004-09-28;0;0
Escola municipal Aurélio Buarque de Holanda;10047;0;92.03;2004-05-11;0;3
Escola municipal Aurélio Buarque de Holanda;10049;0;92.03;2004-12-30;0;4
Escola municipal Aurélio Buarque de Holanda;10109;0;92.03;2005-04-17;0;2
Escola Municipal Beatriz Rodrigues da Silva-2019;16910;0;92.01;2005-06-06;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16653;0;92.01;2005-02-27;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16937;0;92.01;2004-09-10;1;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16774;0;92.01;2004-02-10;0;2
Escola municipal Aurélio Buarque de Holanda;10029;0;92.03;2005-07-02;1;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16898;0;92.01;2005-02-06;0;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16635;0;92.01;2005-02-02;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16893;0;92.01;2004-08-29;1;3
Escola municipal Aurélio Buarque de Holanda;10199;0;92.03;2004-08-03;0;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16822;0;92.01;2004-12-13;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16872;0;92.01;2005-03-22;1;2
Escola Municipal Beatriz Rodrigues da Silva-2019;16784;0;92.01;2005-02-03;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16760;0;92.01;2004-05-05;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16944A;0;92.01;2004-04-03;0;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16891A;0;92.01;2004-05-20;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16789;0;92.01;2005-08-26;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16630;0;92.01;2004-08-11;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16927;1;92.04;2004-12-23;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16686;1;92.04;2004-10-17;0;2
Escola Municipal Beatriz Rodrigues da Silva-2019;16652;0;92.01;2004-08-05;1;2
Escola Municipal Beatriz Rodrigues da Silva-2019;16730;0;92.01;2004-11-03;1;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16831;0;92.01;2005-04-29;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16676;0;92.01;2005-03-12;0;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16962;0;92.01;2004-09-17;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16896;1;92.04;2005-04-22;0;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16526A;1;92.04;2004-11-06;1;3
Escola municipal de T.I. Euridice F. de Mello;10784;3;92.02;2005-02-02;0;1
Escola municipal de T.I. Euridice F. de Mello;10980;3;92.02;2004-11-22;0;4
Escola municipal de T.I. Euridice F. de Mello;10797;3;92.02;2002-03-20;0;4
Escola municipal de T.I. Euridice F. de Mello;10912;3;92.02;2019-04-17;0;1
Escola municipal de T.I. Euridice F. de Mello;10968;3;92.02;2004-09-07;0;0
Escola municipal de T.I. Euridice F. de Mello;10524;3;92.02;2004-06-25;1;3
Escola municipal de T.I. Euridice F. de Mello;10593;3;92.02;2005-03-05;0;2
Escola municipal de T.I. Euridice F. de Mello;10527A;3;92.02;2005-01-17;0;4
Escola municipal de T.I. Euridice F. de Mello;10991;0;92.02;2005-05-06;0;
Escola municipal de T.I. Euridice F. de Mello;10787A;3;92.02;2004-03-03;1;4
Escola municipal de T.I. Euridice F. de Mello;10737;3;92.02;2004-11-06;0;1
Escola municipal de T.I. Euridice F. de Mello;10976;3;92.02;2005-05-03;1;3
Escola municipal de T.I. Euridice F. de Mello;10680;3;92.02;2004-05-27;0;3
Escola municipal de T.I. Euridice F. de Mello;10544;3;92.02;2005-08-25;1;4
Escola municipal de T.I. Euridice F. de Mello;10994;3;92.02;2005-03-09;0;3
Escola municipal de T.I. Euridice F. de Mello;10624;3;92.02;2004-11-07;1;3
Escola municipal de T.I. Euridice F. de Mello;10641;3;92.02;2005-02-15;1;4
Escola municipal de T.I. Euridice F. de Mello;10774;3;92.02;2004-10-10;1;3
Escola municipal de T.I. Euridice F. de Mello;10610;3;92.02;2005-07-01;0;
Escola municipal de T.I. Euridice F. de Mello;10897;3;92.02;2004-07-16;0;
Escola municipal de T.I. Euridice F. de Mello;10846;3;92.02;2004-09-27;0;4
Escola municipal de T.I. Euridice F. de Mello;10590;3;92.02;2005-04-27;0;3
Escola municipal de T.I. Euridice F. de Mello;10783;3;92.02;2004-10-10;1;3
Escola municipal de T.I. Euridice F. de Mello;10916;3;92.02;2004-10-01;0;3
Escola municipal de T.I. Euridice F. de Mello;10682;3;92.02;2004-11-30;0;3
Escola municipal de T.I. Euridice F. de Mello;10861;3;92.02;2004-04-13;1;3
Escola municipal de T.I. Euridice F. de Mello;10580;3;92.02;2005-01-07;1;3
Escola municipal de T.I. Euridice F. de Mello;10849;3;92.02;2004-10-01;1;1
Escola municipal de T.I. Euridice F. de Mello;10764;3;92.02;2004-06-25;0;1
Escola municipal de T.I. Euridice F. de Mello;10602;3;92.02;2005-03-11;1;3
Escola municipal de T.I. Euridice F. de Mello;10843;3;92.02;2004-05-03;0;2
Escola municipal de T.I. Euridice F. de Mello;10930;3;92.02;2004-09-11;1;3
Escola municipal de T.I. Euridice F. de Mello;10663;3;92.01;2005-07-01;0;3
Escola municipal de T.I. Euridice F. de Mello;10513;3;92.01;2005-01-19;1;2
Escola municipal de T.I. Euridice F. de Mello;10691;3;92.02;2005-04-14;1;4
Escola municipal de T.I. Euridice F. de Mello;10902;3;92.01;2005-02-28;1;4
Escola municipal de T.I. Euridice F. de Mello;10901;3;92.01;2004-08-07;1;1
Escola municipal de T.I. Euridice F. de Mello;10983;3;92.01;2005-03-09;1;3
Escola municipal de T.I. Euridice F. de Mello;10959;3;92.01;2005-03-10;1;3
Escola municipal de T.I. Euridice F. de Mello;10848;3;92.01;2004-09-19;0;2
Escola municipal de T.I. Euridice F. de Mello;10951;3;92.01;2004-05-22;0;3
Escola municipal de T.I. Euridice F. de Mello;10948;3;92.01;2004-06-20;0;0
Escola municipal de T.I. Euridice F. de Mello;10917;3;92.01;2004-09-23;0;1
Escola municipal de T.I. Euridice F. de Mello;10954;3;92.01;2004-07-06;1;0
Escola municipal de T.I. Euridice F. de Mello;10957;3;92.01;2005-03-11;1;1
Escola municipal de T.I. Euridice F. de Mello;10803;3;92.01;2005-03-20;1;3
Escola municipal de T.I. Euridice F. de Mello;10509;3;92.01;2004-08-04;1;4
Escola municipal de T.I. Euridice F. de Mello;10737A;3;92.01;2004-03-19;0;0
Escola municipal de T.I. Euridice F. de Mello;10707;3;92.01;2004-11-18;0;1
Escola municipal de T.I. Euridice F. de Mello;10657;3;92.01;2004-11-23;1;0
Escola municipal de T.I. Euridice F. de Mello;10814;3;92.01;2005-02-24;1;0
Escola municipal de T.I. Euridice F. de Mello;10910;3;92.01;2005-01-30;0;0
Escola municipal de T.I. Euridice F. de Mello;10916A;3;92.01;2005-03-10;1;3
Escola municipal de T.I. Euridice F. de Mello;10792;3;92.01;2004-10-29;1;4
Escola municipal de T.I. Euridice F. de Mello;10864A;3;92.01;2005-04-19;1;1
Escola municipal de T.I. Euridice F. de Mello;10854;3;92.01;2005-02-17;1;4
Escola municipal de T.I. Euridice F. de Mello;10933;3;92.01;2005-03-14;0;0
Escola municipal de T.I. Euridice F. de Mello;10532;3;92.01;2004-10-30;1;4
Escola municipal de T.I. Euridice F. de Mello;10756;3;92.01;2004-11-15;1;3
Escola municipal de T.I. Euridice F. de Mello;10905;3;92.01;2006-01-10;1;3
Escola municipal de T.I. Euridice F. de Mello;10688;3;92.01;2004-04-25;1;4
Escola municipal de T.I. Euridice F. de Mello;10769;3;92.01;2005-02-28;1;3
Escola municipal de T.I. Euridice F. de Mello;10864;3;92.01;2004-11-13;1;0
Escola municipal de T.I. Euridice F. de Mello;10807;3;92.01;2005-03-10;1;3
Escola municipal de T.I. Euridice F. de Mello;10889;3;92.01;2004-12-07;0;1
Escola municipal de T.I. Euridice F. de Mello;10811;3;92.01;2005-07-08;1;1
Escola municipal de T.I. Euridice F. de Mello;10852;3;92.01;2004-11-03;2;
Escola municipal Aurélio Buarque de Holanda;10494;0;92.02;2004-08-25;1;1
Escola municipal Aurélio Buarque de Holanda;10207;0;92.02;2004-05-08;0;4
Escola municipal Aurélio Buarque de Holanda;10500;0;92.02;2005-03-17;1;3
Escola municipal Aurélio Buarque de Holanda;10499;0;92.02;2004-04-06;0;4
Escola municipal Aurélio Buarque de Holanda;10259;0;92.02;2005-08-31;1;0
Escola municipal Aurélio Buarque de Holanda;10367;0;92.02;2004-09-30;0;4
Escola municipal Aurélio Buarque de Holanda;10230;0;92.02;2019-03-06;0;3
Escola municipal Aurélio Buarque de Holanda;10287;0;92.02;2004-07-02;1;3
Escola municipal Aurélio Buarque de Holanda;10066;0;92.02;2005-03-02;0;4
Escola municipal Aurélio Buarque de Holanda;10220;0;92.02;2004-12-12;1;0
Escola municipal Antônio Carlos Jobim;10223;0;92.02;2004-06-23;1;3
Escola municipal Aurélio Buarque de Holanda;10135;0;92.02;2004-05-10;0;3
Escola municipal Aurélio Buarque de Holanda;10381;0;92.02;2005-02-13;1;3
Escola municipal Aurélio Buarque de Holanda;19359;0;92.02;2005-07-31;0;4
Escola municipal Aurélio Buarque de Holanda;10293;0;92.02;2004-02-10;0;4
Escola municipal Aurélio Buarque de Holanda;10298;0;92.02;2004-05-14;1;4
Escola municipal Aurélio Buarque de Holanda;10228;0;92.02;2005-06-30;0;3
Escola municipal Aurélio Buarque de Holanda;10274;0;92.02;2004-10-13;0;2
Escola municipal Aurélio Buarque de Holanda;10327;0;92.02;2005-03-05;0;1
Escola municipal Aurélio Buarque de Holanda;10122A;0;92.02;2005-04-16;1;0
Escola municipal Aurélio Buarque de Holanda;10113A;0;92.02;2005-03-03;0;0
Escola municipal Aurélio Buarque de Holanda;10001;0;92.02;2005-01-07;0;3
Escola municipal Aurélio Buarque de Holanda;10422;0;92.02;2004-09-10;0;1
Escola municipal Aurélio Buarque de Holanda;10325;0;92.02;2004-10-17;0;1
Escola municipal Aurélio Buarque de Holanda;10332;0;92.02;2004-07-10;1;1
Escola municipal Aurélio Buarque de Holanda;10023;0;92.01;2005-03-15;0;3
Escola municipal Aurélio Buarque de Holanda;10058;0;92.01;2004-12-08;1;1
Escola municipal Aurélio Buarque de Holanda;10024;0;92.01;2004-09-10;0;3
Escola municipal Aurélio Buarque de Holanda;10225A;0;92.01;2004-11-10;0;3
Escola municipal Aurélio Buarque de Holanda;10387;0;92.01;2004-03-31;1;2
Escola municipal Aurélio Buarque de Holanda;10141;0;92.01;2005-01-29;1;3
Escola municipal Aurélio Buarque de Holanda;10194;0;92.01;2005-01-17;1;3
Escola municipal Aurélio Buarque de Holanda;10419;0;92.01;2004-04-08;0;4
Escola municipal Aurélio Buarque de Holanda;10069A;0;92.01;2005-03-12;1;3
Escola municipal Aurélio Buarque de Holanda;10344;0;92.01;2004-11-27;0;1
Escola municipal Aurélio Buarque de Holanda;10053;0;92.01;2004-10-13;1;3
Escola municipal Aurélio Buarque de Holanda;10159;0;92.01;2005-07-30;1;1
Escola municipal Aurélio Buarque de Holanda;10044;0;92.01;2005-02-16;0;3
Escola municipal Aurélio Buarque de Holanda;10324;0;92.01;2004-11-28;1;3
Escola municipal Aurélio Buarque de Holanda;10210;0;92.01;2004-06-07;1;3
Escola municipal Aurélio Buarque de Holanda;10098;0;92.01;2004-05-13;1;3
Escola municipal Aurélio Buarque de Holanda;10037;0;92.01;2004-09-28;0;3
Escola municipal Aurélio Buarque de Holanda;10406;0;92.01;2004-12-17;0;1
Escola municipal Aurélio Buarque de Holanda;10188;0;92.01;2004-09-26;1;1
Escola municipal Aurélio Buarque de Holanda;10302;0;92.01;2005-01-18;1;3
Escola municipal Aurélio Buarque de Holanda;10009;0;92.01;2005-01-15;0;1
Escola municipal Aurélio Buarque de Holanda;10186;0;92.01;2004-11-26;1;0
Escola municipal Aurélio Buarque de Holanda;10008;0;92.01;2005-03-09;1;3
Escola municipal Aurélio Buarque de Holanda;10179;0;92.01;2005-03-08;1;3
Escola municipal Aurélio Buarque de Holanda;10024A;0;92.01;2004-10-02;0;3
Escola municipal Aurélio Buarque de Holanda;10216;0;92.01;2004-08-30;0;1
Escola municipal Aurélio Buarque de Holanda;10412;0;92.01;2004-05-14;0;1
Escola municipal Aurélio Buarque de Holanda;10238;0;92.01;2004-05-11;0;3
Escola municipal Aurélio Buarque de Holanda;10318;0;92.01;2004-09-03;1;3
Escola municipal Aurélio Buarque de Holanda;10411A;0;92.01;2005-08-10;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16915A;1;92.03;2004-02-26;0;1
Escola municipal Aurélio Buarque de Holanda;10292;0;92.01;2004-11-01;0;1
Escola municipal Aurélio Buarque de Holanda;10350;0;92.02;2005-07-31;0;4
Escola municipal Aurélio Buarque de Holanda;10249;0;92.02;2005-08-31;1;0
Escola municipal Aurélio Buarque de Holanda;10419A;0;92.01;2003-08-10;0;3
Escola municipal Thiago Barbosa;11982;1;92.03;2004-12-10;1;1
Escola municipal Thiago Barbosa;11807;1;92.03;2004-08-01;0;1
Escola municipal Thiago Barbosa;11846;1;92.03;2019-02-01;1;4
Escola municipal Thiago Barbosa;11712;1;92.03;2005-01-12;0;2
Escola municipal Thiago Barbosa;11966;1;92.03;2003-03-12;0;3
Escola municipal Thiago Barbosa;11824;1;92.03;2004-01-26;1;4
Escola municipal Thiago Barbosa;11711;1;92.03;2005-02-07;0;3
Escola municipal Thiago Barbosa;11848;1;92.03;2004-10-07;0;3
Escola municipal Thiago Barbosa;11613;1;92.03;2004-09-22;0;3
Escola municipal Thiago Barbosa;11521;1;92.03;2004-05-11;0;4
Escola municipal Thiago Barbosa;11746;1;92.03;2004-07-18;0;3
Escola municipal Thiago Barbosa;11933;1;92.03;2005-03-02;0;4
Escola municipal Thiago Barbosa;11995;1;92.03;2005-01-31;0;
Escola municipal Thiago Barbosa;11623;1;92.03;2003-05-01;1;3
Escola municipal Thiago Barbosa;11936;1;92.03;2004-10-28;0;1
Escola municipal Thiago Barbosa;11966A;1;92.03;2005-02-19;1;3
Escola municipal Thiago Barbosa;11935;1;92.02;2004-08-25;0;3
Escola municipal Thiago Barbosa;11865;1;92.03;2005-02-25;1;3
Escola municipal Thiago Barbosa;11846A;1;92.03;2005-06-22;1;2
Escola municipal Thiago Barbosa;11716;1;92.03;2004-10-30;1;1
Escola municipal Thiago Barbosa;11918;1;92.03;2005-03-24;1;3
Escola municipal Thiago Barbosa;11741;1;92.03;2004-05-04;0;1
Escola municipal Thiago Barbosa;11642;1;92.03;2005-01-13;0;4
Escola municipal Thiago Barbosa;11599;1;92.03;2005-01-30;1;3
Escola municipal Thiago Barbosa;11574;1;92.03;2005-08-26;1;1
Escola municipal Thiago Barbosa;11837;0;92.03;2004-09-12;1;3
Escola municipal Thiago Barbosa;11662;1;92.03;2004-04-29;0;3
Escola municipal Thiago Barbosa;11571;0;92.02;2005-06-09;1;
Escola municipal Thiago Barbosa;11511;0;92.02;2005-02-13;1;
Escola municipal Thiago Barbosa;11948;0;92.02;2004-04-14;0;0
Escola municipal Thiago Barbosa;11750;0;92.02;2004-11-17;1;3
Escola municipal Thiago Barbosa;11870;0;92.02;2004-09-16;0;3
Escola municipal Thiago Barbosa;11508;0;92.02;2005-05-23;1;
Escola municipal Thiago Barbosa;11822;1;92.03;2004-06-20;0;3
Escola municipal Thiago Barbosa;11828;1;92.03;2004-08-06;1;0
Escola municipal Thiago Barbosa;11656;0;92.02;2004-12-06;0;3
Escola municipal Thiago Barbosa;11579;0;92.02;2005-07-26;1;3
Escola municipal Thiago Barbosa;11515;0;92.02;2004-05-10;0;
Escola municipal Thiago Barbosa;11535;0;92.02;2005-01-09;1;4
Escola municipal Thiago Barbosa;11649;1;92.02;2005-05-03;1;
Escola municipal Thiago Barbosa;11650;0;92.02;2005-03-28;1;4
Escola municipal Thiago Barbosa;11936a;0;92.02;2005-03-12;0;3
Escola municipal Thiago Barbosa;11828A;1;92.03;2004-06-01;0;4
Escola municipal Thiago Barbosa;11666;0;92.02;2004-07-21;0;
Escola municipal Jorge Amado;12373;0;92.01;1090-01-01;0;
Escola municipal Jorge Amado;12424;0;92.01;2004-12-27;1;1
Escola municipal Jorge Amado;12484;0;92.01;2004-06-11;1;3
Escola municipal Thiago Barbosa;11921;0;92.02;2005-01-28;0;
Escola municipal Jorge Amado;12187;0;92.01;2005-02-11;1;4
Escola municipal Thiago Barbosa;11815;0;92.02;2005-12-12;0;
Escola municipal Thiago Barbosa;11880;1;92.03;2005-01-22;0;1
Escola municipal Thiago Barbosa;11699;0;92.02;2004-06-25;0;3
Escola municipal Thiago Barbosa;11734;0;92.02;2004-07-12;1;
Escola municipal Jorge Amado;12147;0;92.01;2004-12-24;1;3
Escola municipal Jorge Amado;12405;0;92.02;2004-12-30;1;3
Escola municipal Jorge Amado;12473;0;92.01;2005-03-10;0;1
Escola municipal Thiago Barbosa;11520;0;92.02;2004-04-24;1;3
Escola municipal Jorge Amado;12405A;0;92.01;2004-12-02;1;3
Escola municipal Thiago Barbosa;11750a;0;92.02;2004-05-24;0;
Escola municipal Jorge Amado;12171;0;92.01;2004-07-08;1;3
Escola municipal Jorge Amado;12175;0;92.01;2004-08-24;0;3
Escola municipal Thiago Barbosa;11900;1;92.03;2004-04-23;1;3
Escola municipal Thiago Barbosa;11528;0;92.02;2004-10-28;0;
Escola municipal Jorge Amado;12076;0;92.01;1900-06-28;1;0
Escola municipal Thiago Barbosa;11796;0;92.02;2004-10-04;0;3
Escola municipal Jorge Amado;12126;0;92.01;2004-11-21;0;3
Escola municipal Thiago Barbosa;11524;0;92.02;2005-07-31;1;
Escola municipal Jorge Amado;12365;0;92.01;2004-07-30;0;3
Escola municipal Jorge Amado;12312;0;92.01;2005-07-09;0;1
Escola municipal Thiago Barbosa;11891;0;92.02;2004-11-02;1;
Escola municipal Thiago Barbosa;11534;1;92.03;2004-08-05;1;3
Escola municipal Jorge Amado;12225;0;92.01;2004-09-14;0;2
Escola municipal Thiago Barbosa;11778;0;92.02;2004-11-20;0;
Escola municipal Jorge Amado;12099;0;92.01;2004-10-10;3;1
Escola municipal Jorge Amado;12474;0;92.01;2004-12-06;1;3
Escola municipal Jorge Amado;12193;0;92.01;2004-11-06;0;4
Escola municipal Jorge Amado;12287;0;92.01;2005-03-04;0;3
Escola municipal Thiago Barbosa;11811;0;92.02;2005-03-12;0;
Escola municipal Thiago Barbosa;402B;0;92.02;2004-08-13;1;
Escola municipal Thiago Barbosa;11980;0;92.02;2004-02-10;1;
Escola municipal Jorge Amado;12241;0;92.01;2004-12-29;1;3
Escola municipal Jorge Amado;12500;0;92.01;2004-09-02;0;3
Escola municipal Jorge Amado;12386;0;92.01;2005-04-15;3;1
Escola municipal Thiago Barbosa;11813;0;92.02;2005-03-13;0;3
Escola municipal Thiago Barbosa;11797;1;92.03;2005-02-25;0;3
Escola municipal Thiago Barbosa;11531;0;92.02;2004-08-21;1;
Escola municipal Thiago Barbosa;11647;0;92.02;2004-06-06;0;
Escola municipal Jorge Amado;12307;0;92.01;2005-01-15;0;3
Escola municipal Jorge Amado;12184;0;92.01;2003-03-10;0;4
Escola municipal Jorge Amado;12021;0;92.01;2004-11-14;1;0
Escola municipal Jorge Amado;12037;0;92.01;2005-01-14;1;3
Escola municipal Thiago Barbosa;11899;0;92.02;2004-04-02;0;
Escola municipal Thiago Barbosa;11990;0;92.02;2005-05-02;0;3
Escola municipal Thiago Barbosa;11564;0;92.02;2004-10-01;0;
Escola municipal Jorge Amado;12300;0;92.01;2004-05-16;1;3
Escola municipal Jorge Amado;12353;0;92.01;2005-03-22;0;0
Escola municipal Jorge Amado;12149;0;92.01;2005-05-08;0;3
Escola municipal Thiago Barbosa;11606;0;92.02;2004-04-02;0;
Escola municipal Thiago Barbosa;11960;0;92.01;2005-03-20;1;3
Escola municipal Thiago Barbosa;11825;0;92.01;2004-12-13;0;3
Escola municipal Jorge Amado;12055;0;92.01;2004-12-23;0;3
Escola municipal Jorge Amado;12232;0;92.02;2005-02-22;1;1
Escola municipal Thiago Barbosa;11653;0;92.01;2004-12-02;0;3
Escola municipal Jorge Amado;12322;0;92.01;2004-12-22;0;3
Escola municipal Thiago Barbosa;11744;0;92.02;2004-02-28;0;
Escola municipal Thiago Barbosa;11705;0;92.01;2004-09-05;0;3
Escola municipal Jorge Amado;12486;0;92.01;2004-07-21;3;1
Escola municipal Jorge Amado;12374;0;92.02;2004-06-16;0;3
Escola municipal Jorge Amado;12430;0;92.01;2004-08-30;0;3
Escola municipal Thiago Barbosa;11787;0;92.01;2005-04-19;1;3
Escola municipal Jorge Amado;12216;0;92.01;2004-09-29;1;3
Escola municipal Jorge Amado;12396;0;92.02;1900-04-27;0;3
Escola municipal Thiago Barbosa;11918a;0;92.01;2005-01-06;0;3
Escola municipal Thiago Barbosa;11947;0;92.01;2005-02-16;0;3
Escola municipal Thiago Barbosa;11874;0;92.01;2004-07-15;0;3
Escola municipal Thiago Barbosa;11692;;92.02;2004-12-02;1;
Escola municipal Jorge Amado;12259;0;92.01;2005-01-01;0;3
Escola municipal Thiago Barbosa;11714;0;92.01;2004-04-19;0;3
Escola municipal Jorge Amado;12301;0;92.01;2004-04-04;0;3
Escola municipal Thiago Barbosa;11693;0;92.01;2005-05-06;1;4
Escola municipal Jorge Amado;12282;0;92.02;2004-04-22;0;4
Escola municipal Jorge Amado;12089;0;92.02;2004-10-10;0;1
Escola municipal Thiago Barbosa;11567;0;92.01;2004-12-11;0;2
Escola municipal Jorge Amado;12190;0;92.01;2005-02-17;1;1
Escola municipal Jorge Amado;12376;0;92.02;2005-12-29;1;1
Escola municipal Thiago Barbosa;11896;0;92.01;2004-03-05;0;4
Escola municipal Thiago Barbosa;11748;0;92.01;2007-07-25;1;4
Escola municipal Jorge Amado;12404;0;92.02;2004-10-23;0;4
Escola municipal Jorge Amado;12337;0;92.02;2005-02-19;1;4
Escola municipal Jorge Amado;12440;0;92.02;2005-05-11;1;1
Escola municipal Jorge Amado;12371;0;92.02;2004-01-02;0;1
Escola municipal Thiago Barbosa;11713;0;92.01;2005-09-01;1;
Escola municipal Thiago Barbosa;11782;0;92.01;2004-04-30;0;1
Escola municipal Thiago Barbosa;11591;0;92.01;2004-04-13;1;1
Escola municipal Thiago Barbosa;11579a;0;92.01;2004-07-17;0;3
Escola municipal Jorge Amado;12498;0;92.02;2004-04-28;1;1
Escola municipal Thiago Barbosa;11623A;0;92.01;2004-08-08;0;3
Escola municipal Jorge Amado;12412;0;92.02;2004-07-16;1;3
Escola municipal Jorge Amado;12399;0;92.02;2004-02-01;0;
Escola municipal Thiago Barbosa;11926;0;92.01;2005-04-19;1;3
Escola municipal Thiago Barbosa;11538;0;92.01;2005-03-14;0;3
Escola municipal Thiago Barbosa;11765;0;92.01;2004-07-17;1;3
Escola municipal Jorge Amado;12109;0;92.02;2005-02-05;1;3
Escola municipal Jorge Amado;12291;0;92.02;2005-04-15;1;1
Escola municipal Jorge Amado;12125;0;92.02;2004-11-24;1;0
Escola municipal Thiago Barbosa;11929;0;92.01;2005-09-23;1;3
Escola municipal Jorge Amado;12369;0;92.02;2004-10-19;1;0
Escola municipal Jorge Amado;12159;0;92.02;2004-07-03;1;3
Escola municipal Jorge Amado;12219;0;92.02;2004-10-11;0;0
Escola municipal Jorge Amado;12027;0;92.02;2004-10-20;1;4
Escola municipal Thiago Barbosa;11727;0;92.01;2004-11-23;1;3
Escola municipal Thiago Barbosa;11572;0;92.01;2004-08-27;0;
Escola municipal Jorge Amado;12482;0;92.02;1900-01-01;0;4
Escola municipal Jorge Amado;12385;0;92.02;1900-01-01;1;3
Escola municipal Thiago Barbosa;11723;0;92.01;2004-05-20;1;1
Escola municipal Thiago Barbosa;11791;0;92.01;2004-12-10;0;1
Escola municipal Thiago Barbosa;58999;0;92.01;2019-11-14;0;3
Escola municipal Thiago Barbosa;11955;0;92.01;2004-11-23;0;1
Escola municipal Jorge Amado;12067;0;92.02;1900-01-01;1;4
Escola municipal Jorge Amado;12359;0;92.02;2005-03-03;1;4
Escola municipal Jorge Amado;12030;0;92.02;2004-07-14;0;4
Escola municipal Jorge Amado;12268;0;92.02;2005-01-31;0;1
Escola municipal Thiago Barbosa;11727A;0;92.01;2004-08-12;0;3
Escola municipal Thiago Barbosa;11788;0;92.01;2004-10-23;0;3
Escola municipal Jorge Amado;12391;0;92.02;2005-12-05;0;4
Escola municipal Jorge Amado;12174;0;92.02;2004-04-04;1;4
Escola municipal Jorge Amado;12322A;0;92.02;2004-10-07;0;1
Escola municipal Thiago Barbosa;11996;0;92.01;2004-05-14;0;3
Escola municipal Thiago Barbosa;11819;0;92.01;2004-06-09;0;3
Escola municipal Thiago Barbosa;11969;0;92.01;2004-09-05;0;3
Escola municipal Jorge Amado;12172;0;92.02;2004-11-25;0;4
Escola municipal Jorge Amado;12421;0;92.02;2004-09-16;0;3
Escola municipal Thiago Barbosa;11891a;0;92.01;2004-09-24;0;3
Escola municipal Thiago Barbosa;11792;0;92.01;2004-04-22;0;3
Escola municipal Thiago Barbosa;11917;0;92.01;2004-09-10;1;1
Escola municipal Jorge Amado;12286;0;92.02;2004-04-18;0;4
Escola municipal Thiago Barbosa;59000;0;92.01;2004-07-18;0;2
Escola municipal Thiago Barbosa;11543;0;92.01;2004-04-06;0;0
Escola municipal Jorge Amado;12428;0;92.03;2005-03-14;1;3
Escola municipal Jorge Amado;12183;0;92.04;1900-10-31;1;4
Escola municipal Jorge Amado;12488;0;92.04;2005-05-05;1;3
Escola municipal Jorge Amado;12337A;0;92.04;2004-08-27;0;4
Escola municipal Jorge Amado;12257;0;92.04;2004-10-22;0;4
Escola municipal Jorge Amado;12189;0;92.03;2004-11-15;0;4
Escola municipal Jorge Amado;12176;0;92.04;2004-04-03;0;3
Escola municipal Jorge Amado;12359A;0;92.04;2004-04-04;1;4
Escola municipal Jorge Amado;12346;0;92.04;2004-03-20;0;3
Escola municipal Jorge Amado;12019;0;92.04;2004-11-01;0;3
Escola municipal Jorge Amado;12268A;0;92.04;2004-10-30;0;1
Escola municipal Jorge Amado;12275;0;92.03;2005-09-18;1;3
Escola municipal Jorge Amado;12458;0;92.04;2004-10-14;0;3
Escola municipal Jorge Amado;12117;0;92.04;2004-08-04;0;3
Escola municipal Jorge Amado;12176A;0;92.04;2004-07-25;0;3
Escola municipal Jorge Amado;12058;0;92.04;2005-05-23;1;4
Escola municipal Jorge Amado;12417;0;92.04;2004-11-27;0;4
Escola municipal Jorge Amado;12401;0;92.03;2005-01-31;0;3
Escola municipal Jorge Amado;12336;0;92.04;2004-04-11;1;3
Escola municipal Jorge Amado;12091;0;92.04;2004-12-09;0;3
Escola municipal Jorge Amado;12143;0;92.03;2004-08-20;0;0
Escola municipal Jorge Amado;12198;0;92.04;2004-11-08;0;0
Escola municipal Jorge Amado;12280;0;92.04;2004-08-20;1;4
Escola municipal Jorge Amado;12477;0;92.04;2005-07-02;1;1
Escola municipal Jorge Amado;12016;0;92.03;1900-01-01;0;4
Escola municipal Jorge Amado;12321;0;92.03;2004-11-10;0;3
Escola municipal Jorge Amado;12283;0;92.04;2004-06-19;1;3
Escola municipal Jorge Amado;12240;0;92.04;2004-08-28;2;3
Escola municipal Jorge Amado;12085;0;92.04;2004-11-02;0;3
