aluno.escola.nome;aluno.numero_identificacao;aluno.periodo;aluno.turma;aluno.nascimento;aluno.sexo;aluno.raca
Escola municipal Anne Frank;6549;1;92.02;2018-11-23;1;3
Escola municipal Anne Frank;6569;1;92.02;2004-02-20;0;4
Escola municipal Anne Frank;6997;1;92.02;2003-10-10;1;3
Escola municipal Anne Frank;6526;1;92.02;2003-07-09;1;1
Escola municipal Anne Frank;6894;1;92.02;2003-02-09;0;3
Escola municipal Anne Frank;6768-B;1;92.02;2003-09-13;1;3
Escola municipal Anne Frank;6965B;1;92.02;2003-12-18;0;4
Escola municipal Anne Frank;6505;1;92.02;2004-01-27;1;3
Escola municipal Anne Frank;6644-B;1;92.02;2004-02-01;1;0
Escola municipal Anne Frank;6729;1;92.02;2003-11-27;1;1
Escola municipal Anne Frank;6580;1;92.02;2003-12-15;1;1
Escola municipal Anne Frank;6906;1;92.02;2003-10-07;0;1
Escola municipal Anne Frank;6668-B;1;92.02;2003-04-04;0;3
Escola municipal Anne Frank;6663;1;92.02;2003-04-10;0;4
Escola municipal Anne Frank;6741;1;92.02;2004-03-20;0;3
Escola municipal Anne Frank;6818;1;92.02;2018-11-19;1;3
Escola municipal Anne Frank;6641;1;92.02;2003-10-08;1;3
Escola municipal Anne Frank;6734-B;1;92.02;2007-07-31;1;3
Escola municipal Anne Frank;6763;1;92.02;2004-05-04;1;1
Escola municipal Anne Frank;6624;0;92.02;2004-01-19;1;1
Escola municipal Anne Frank;6745;1;92.02;2003-09-20;0;3
Escola municipal Anne Frank;6742;1;92.02;2003-08-21;1;3
Escola municipal Anne Frank;6940;1;92.02;2018-06-22;1;1
Escola Municipal Beatriz Rodrigues da Silva-2019;3998;1;92.04;2003-02-24;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;3884;1;92.04;2003-07-16;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;3758;1;92.04;2003-02-19;0;4
Escola Municipal Beatriz Rodrigues da Silva-2019;3884-B;1;92.04;2003-07-27;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;3964;1;92.04;2003-09-27;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;3194;1;92.04;2003-08-07;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;3183;1;92.04;2003-03-15;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;3298;1;92.04;2004-07-14;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;3414;1;92.04;2004-04-16;1;
Escola Municipal Beatriz Rodrigues da Silva-2019;3858;1;92.04;2004-01-06;1;1
Escola Municipal Beatriz Rodrigues da Silva-2019;3236;1;92.04;2004-05-18;3;4
Escola Municipal Beatriz Rodrigues da Silva-2019;3866;1;92.04;2005-09-19;1;4
Escola Municipal Beatriz Rodrigues da Silva-2019;3344;1;92.04;2003-10-06;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;3381;1;92.04;2003-07-09;1;1
Escola Municipal Beatriz Rodrigues da Silva-2019;3153;1;92.04;2003-05-05;1;1
Escola Municipal Beatriz Rodrigues da Silva-2019;3701;1;92.04;2003-12-10;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;3506;1;92.04;2004-04-28;0;2
Escola Municipal Beatriz Rodrigues da Silva-2019;3134;1;92.04;2004-11-08;1;1
Escola Municipal Beatriz Rodrigues da Silva-2019;3676;1;92.04;2003-11-17;0;1
Escola Municipal Beatriz Rodrigues da Silva-2019;3266;1;92.04;2004-02-10;1;4
Escola Municipal Beatriz Rodrigues da Silva-2019;3274;1;92.04;2004-04-07;0;1
Escola municipal Mestre Pacífico S. Campos;3443;1;92.04;2004-09-12;0;1
Escola Municipal Beatriz Rodrigues da Silva-2019;3450;1;92.04;2004-03-02;1;4
Escola Municipal Beatriz Rodrigues da Silva-2019;3776;1;92.04;2004-05-09;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;3029;1;92.04;2003-08-14;1;4
Escola Municipal Beatriz Rodrigues da Silva-2019;3199;1;92.04;2004-03-24;0;1
Escola Municipal Beatriz Rodrigues da Silva-2019;3095;1;92.04;2004-08-02;0;4
Escola Municipal Beatriz Rodrigues da Silva-2019;3060;1;92.04;2004-08-30;1;1
Escola Municipal Beatriz Rodrigues da Silva-2019;3740;1;92.04;2007-07-27;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;3031;1;92.04;2004-01-27;1;4
Escola Municipal Beatriz Rodrigues da Silva-2019;3661;1;92.04;2004-11-18;0;1
Escola Municipal Beatriz Rodrigues da Silva-2019;3289;1;92.04;2004-03-24;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;3228;1;92.01;2003-08-27;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;3217;1;92.04;2005-02-19;0;2
Escola municipal Luiz Gonzaga;0T15;3;92.02;2003-11-01;0;3
Escola municipal Luiz Gonzaga;0Y88;0;92.02;2004-09-05;1;
Escola municipal Luiz Gonzaga;0y13;3;92.02;2002-11-23;1;4
Escola municipal Luiz Gonzaga;0Y87;3;92.02;2004-04-12;0;
Escola municipal Luiz Gonzaga;0Z14;3;92.02;2004-04-01;1;3
Escola municipal Luiz Gonzaga;0T57;3;92.01;2003-06-01;1;3
Escola municipal Luiz Gonzaga;ZY34;3;92.01;2003-02-13;1;
Escola municipal Luiz Gonzaga;5666;3;92.01;2003-03-23;1;
Escola municipal Henrique Talone Pinheiro;HT09;1;92.02;2003-07-15;1;0
Escola municipal Henrique Talone Pinheiro;HT43;1;92.02;2003-11-04;1;3
Escola municipal Henrique Talone Pinheiro;HT49;1;92.02;2002-07-02;0;1
Escola municipal Henrique Talone Pinheiro;HT47;1;92.02;2003-08-10;0;4
Escola municipal Henrique Talone Pinheiro;HT34;1;92.02;2004-03-01;0;1
Escola municipal Henrique Talone Pinheiro;HT35;1;92.02;2003-04-29;1;2
Escola municipal Henrique Talone Pinheiro;HT36;1;92.02;2003-09-18;0;2
Escola municipal Henrique Talone Pinheiro;HT37;1;92.02;2004-09-10;1;3
Escola municipal Henrique Talone Pinheiro;HT40;1;92.02;2003-05-02;0;4
Escola municipal Henrique Talone Pinheiro;HT45;1;92.02;2002-12-23;0;4
Escola municipal Henrique Talone Pinheiro;HT29;1;92.02;2004-03-15;0;4
Escola municipal Henrique Talone Pinheiro;HT38;1;92.02;2004-04-02;3;1
Escola municipal Henrique Talone Pinheiro;HT46;1;92.02;2002-10-16;0;3
Escola municipal Henrique Talone Pinheiro;HT01;1;92.02;2004-01-02;1;0
Escola municipal Henrique Talone Pinheiro;HT31;1;92.02;2005-08-05;1;1
Escola municipal Henrique Talone Pinheiro;HT28;1;92.02;2003-04-08;1;1
Escola municipal Henrique Talone Pinheiro;HT26;1;92.02;2003-07-27;1;4
Escola municipal Henrique Talone Pinheiro;HT32;1;92.02;2003-08-21;1;1
Escola municipal Henrique Talone Pinheiro;HT23;1;92.02;2004-10-07;0;3
Escola municipal Henrique Talone Pinheiro;HT19;1;92.02;2004-06-12;1;3
Escola municipal Henrique Talone Pinheiro;HT16;1;92.02;2002-06-24;0;1
Escola municipal Henrique Talone Pinheiro;HT42;1;92.02;2003-12-04;1;3
Escola municipal Henrique Talone Pinheiro;HT21;1;92.02;2004-02-20;0;3
Escola municipal Henrique Talone Pinheiro;HT11;1;92.02;2003-11-29;1;3
Escola municipal Henrique Talone Pinheiro;HT10;1;92.02;2004-02-18;1;1
Escola municipal Henrique Talone Pinheiro;HT06;1;92.02;2003-11-17;1;4
Escola municipal Henrique Talone Pinheiro;HT05;1;92.02;2003-05-12;1;3
Escola municipal Henrique Talone Pinheiro;HT04;1;92.02;2004-05-17;1;3
Escola municipal Henrique Talone Pinheiro;HT44;1;92.02;2003-08-31;1;2
Escola municipal Henrique Talone Pinheiro;HT03;1;92.02;2003-05-19;0;3
Escola municipal Henrique Talone Pinheiro;HT02;1;92.02;2004-03-06;1;3
Escola municipal Henrique Talone Pinheiro;HT25;1;92.02;2004-06-14;1;0
Escola municipal Henrique Talone Pinheiro;HT33;1;92.02;2003-03-15;1;1
Escola municipal Henrique Talone Pinheiro;HT17;1;92.02;2018-11-06;1;0
Escola municipal Henrique Talone Pinheiro;139C;0;92.01;2003-12-17;0;3
Escola municipal Henrique Talone Pinheiro;4200;1;92.02;2003-11-06;0;4
Escola municipal Henrique Talone Pinheiro;1292;0;92.01;2003-01-01;1;3
Escola municipal Henrique Talone Pinheiro;1615;0;92.01;2003-11-01;0;3
Escola municipal Henrique Talone Pinheiro;1805;1;92.01;2003-09-18;0;1
Escola municipal Henrique Talone Pinheiro;1869;0;92.01;2003-11-17;1;3
Escola municipal Henrique Talone Pinheiro;1270;0;92.01;2003-06-17;1;3
Escola municipal Henrique Talone Pinheiro;4225;1;92.01;2018-10-17;1;1
Escola municipal Henrique Talone Pinheiro;1973;0;92.01;2004-02-09;1;3
Escola municipal Henrique Talone Pinheiro;1499;0;92.01;2003-07-01;0;1
Escola municipal Henrique Talone Pinheiro;1606;0;92.01;2003-09-01;0;1
Escola municipal Henrique Talone Pinheiro;1697;0;92.01;2004-01-25;1;3
Escola municipal Henrique Talone Pinheiro;1853;0;92.01;2003-02-23;1;
Escola municipal Henrique Talone Pinheiro;4215;0;92.01;2003-10-01;1;3
Escola municipal Henrique Talone Pinheiro;1432;0;92.01;2004-04-01;0;1
Escola municipal Henrique Talone Pinheiro;1041;0;92.01;2005-01-14;1;3
Escola municipal Henrique Talone Pinheiro;1044;0;92.01;2003-07-01;0;0
Escola municipal Henrique Talone Pinheiro;4240;0;92.01;2003-08-27;1;0
Escola municipal Henrique Talone Pinheiro;1083;0;92.01;2003-08-11;0;3
Escola municipal Henrique Talone Pinheiro;1806;0;92.01;2003-12-24;1;3
Escola municipal Henrique Talone Pinheiro;1257;0;92.01;2003-07-01;0;1
Escola municipal Henrique Talone Pinheiro;1597;0;92.01;2004-01-01;0;3
Escola municipal Henrique Talone Pinheiro;1546;0;92.01;2003-08-19;1;3
Escola municipal Henrique Talone Pinheiro;1096;0;92.01;2003-02-06;1;1
Escola municipal Henrique Talone Pinheiro;4282;0;92.01;2004-02-07;0;0
Escola municipal Maria Rosa de Castro Sales;17842;0;92.01;2004-10-09;0;3
Escola municipal de T.I. Euridice F. de Mello;10820;3;92.03;2004-09-06;1;0
Escola municipal Aurélio Buarque de Holanda;10142;0;92.03;2014-08-07;1;1
Escola municipal de T.I. Euridice F. de Mello;10921;3;92.03;2004-12-12;0;3
Escola municipal Aurélio Buarque de Holanda;10122;0;92.03;2015-03-12;0;3
Escola municipal de T.I. Euridice F. de Mello;10522;3;92.03;2005-02-23;0;3
Escola municipal Aurélio Buarque de Holanda;10258;0;92.03;2004-08-30;1;3
Escola municipal de T.I. Euridice F. de Mello;10748;3;92.03;2004-05-31;0;4
Escola municipal Aurélio Buarque de Holanda;10466;0;92.03;2005-04-04;1;3
Escola municipal Aurélio Buarque de Holanda;10277;0;92.03;2005-04-23;1;3
Escola municipal de T.I. Euridice F. de Mello;10603;3;92.03;2005-01-09;1;1
Escola municipal Aurélio Buarque de Holanda;10113;0;92.03;2005-03-01;1;0
Escola municipal de T.I. Euridice F. de Mello;10788;3;92.03;2005-03-20;1;3
Escola municipal Aurélio Buarque de Holanda;10397;0;92.03;2005-07-11;1;3
Escola municipal Aurélio Buarque de Holanda;10225;0;92.03;2005-01-27;0;1
Escola municipal de T.I. Euridice F. de Mello;10597;3;92.03;2005-01-08;0;3
Escola municipal Aurélio Buarque de Holanda;10147;0;92.03;2004-10-15;1;3
Escola municipal de T.I. Euridice F. de Mello;10775;3;92.03;1900-01-01;0;
Escola municipal de T.I. Euridice F. de Mello;10698;3;92.03;2005-05-13;0;3
Escola municipal de T.I. Euridice F. de Mello;10718;3;92.03;2005-02-15;1;0
Escola municipal Aurélio Buarque de Holanda;10304;0;92.03;2004-12-22;0;3
Escola municipal de T.I. Euridice F. de Mello;10619;3;92.03;1900-01-01;1;3
Escola municipal Aurélio Buarque de Holanda;10070;0;92.03;2005-01-05;0;3
Escola municipal de T.I. Euridice F. de Mello;10743;3;92.03;2005-07-01;1;4
Escola municipal de T.I. Euridice F. de Mello;10652;3;92.03;2005-05-11;0;4
Escola municipal Aurélio Buarque de Holanda;10435;0;92.03;2004-10-28;1;3
Escola municipal de T.I. Euridice F. de Mello;10609;3;92.03;2004-05-04;0;4
Escola municipal de T.I. Euridice F. de Mello;10521;3;92.03;2005-04-27;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16753;1;92.04;2005-01-14;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16638A;1;92.05;2005-03-29;1;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16765;1;92.04;2004-06-06;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16882;1;92.05;2002-05-01;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16537;1;92.04;2004-12-17;1;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16916;1;92.04;2004-01-26;0;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16511;1;92.04;2004-10-31;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16752;1;92.05;2004-11-09;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16614;1;92.05;2004-05-13;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16527;1;92.04;2004-08-11;0;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16644A;1;92.05;2004-09-29;1;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16769;1;92.04;2005-03-28;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16980;1;92.04;2004-07-15;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16629;1;92.05;2004-10-13;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16794;1;92.04;2005-01-21;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16854;1;92.05;2004-06-30;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16852;1;92.04;2004-08-09;0;1
Escola municipal Aurélio Buarque de Holanda;10411;0;92.03;2005-03-11;1;2
Escola Municipal Beatriz Rodrigues da Silva-2019;16543;1;92.05;2004-12-30;1;1
Escola municipal de T.I. Euridice F. de Mello;10890;3;92.03;2004-08-17;0;3
Escola municipal de T.I. Euridice F. de Mello;10822;3;92.03;2004-11-28;0;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16636-A;1;92.04;2004-11-03;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16551;1;92.05;2004-09-25;0;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16644;1;92.05;2004-06-28;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16992;1;92.05;2005-03-12;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16750;1;92.04;2005-09-29;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16610;1;92.04;2004-06-21;1;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16680;1;92.05;2004-06-17;1;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16668A;1;92.05;2005-06-10;1;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16731;1;92.04;2004-07-21;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16624;1;92.05;2004-04-01;0;3
Escola municipal de T.I. Euridice F. de Mello;10915;3;92.03;2005-01-18;1;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16790;1;92.04;2004-07-05;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16757;1;92.05;2004-12-21;1;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16969;1;92.04;2006-03-11;1;4
Escola municipal de T.I. Euridice F. de Mello;10653;3;92.03;2004-06-16;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16599;1;92.05;2004-04-17;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16978;1;92.04;2004-09-01;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16690;1;92.05;2005-03-09;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16667;1;92.04;2004-10-05;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16553;1;92.04;2005-06-15;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16960;1;92.05;2004-09-29;0;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16904;1;92.04;2004-11-03;1;3
Escola municipal Aurélio Buarque de Holanda;10027;0;92.03;2005-03-19;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16836;1;92.04;2005-01-13;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16551A;1;92.05;2004-08-17;0;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16995;1;92.05;2004-05-28;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16824;1;92.04;2005-09-27;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16977;1;92.05;2004-12-08;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16685;1;92.04;2004-04-19;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16952;1;92.05;2004-03-02;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16527A;1;92.04;2005-08-04;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16607;1;92.05;2004-02-16;0;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16841;1;92.04;2005-08-24;0;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16972;1;92.05;2004-12-27;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16642A;1;92.05;2005-01-20;0;2
Escola Municipal Beatriz Rodrigues da Silva-2019;16817;1;92.04;2004-07-27;1;2
Escola municipal de T.I. Euridice F. de Mello;10697;3;92.03;2004-06-05;0;0
Escola Municipal Beatriz Rodrigues da Silva-2019;16886;1;92.04;2004-08-25;1;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16874;1;92.05;2004-04-07;0;1
Escola municipal de T.I. Euridice F. de Mello;10527;3;92.03;2005-07-07;0;
Escola Municipal Beatriz Rodrigues da Silva-2019;16679;1;92.04;2004-05-13;0;
Escola Municipal Beatriz Rodrigues da Silva-2019;16935A;1;92.05;2005-06-30;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16782;1;92.04;2004-07-30;0;
Escola Municipal Beatriz Rodrigues da Silva-2019;16781;1;92.05;2005-07-15;0;3
Escola municipal Aurélio Buarque de Holanda;10285;0;21.03;2005-06-08;0;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16942;1;92.05;2005-02-18;1;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16783A;1;92.05;2004-06-18;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16721;1;92.05;2005-07-20;0;3
Escola municipal de T.I. Euridice F. de Mello;10785;3;92.03;2004-08-15;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16638;1;92.05;2004-07-03;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16503;1;92.05;2005-02-21;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16947;1;92.03;2005-05-17;1;0
Escola municipal de T.I. Euridice F. de Mello;10880;3;92.03;2004-11-12;1;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16782A;1;92.05;2005-03-02;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16617;1;92.05;2005-03-18;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16869;1;92.03;2004-07-02;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16766;1;92.05;2005-02-14;0;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16991;1;92.05;2004-12-09;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16846;1;92.03;2005-05-27;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16532;1;92.03;2004-05-06;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16984;0;92.02;2004-11-01;1;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16927A;1;92.03;2004-09-28;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16563;0;92.02;2005-05-17;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16911;1;92.03;2004-03-04;0;3
Escola municipal de T.I. Euridice F. de Mello;10887;3;92.03;2004-12-17;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16857;0;92.02;2004-07-19;0;0
Escola Municipal Beatriz Rodrigues da Silva-2019;16565;1;92.03;2004-02-14;1;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16816;0;92.02;2004-07-31;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16514;1;92.03;2004-07-24;0;3
Escola municipal de T.I. Euridice F. de Mello;10553;3;92.03;2004-06-23;1;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16700;1;92.03;2005-07-15;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16920;0;92.02;2004-12-13;0;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16642;1;92.03;2005-07-20;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16524;0;92.02;2004-01-25;1;0
Escola Municipal Beatriz Rodrigues da Silva-2019;16935;1;92.03;2004-09-01;1;3
Escola municipal Aurélio Buarque de Holanda;10069;0;92.03;2004-12-30;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16958;0;92.02;2004-05-23;1;0
Escola Municipal Beatriz Rodrigues da Silva-2019;16839;0;92.02;2004-04-22;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16973;1;92.03;2004-07-12;0;
Escola Municipal Beatriz Rodrigues da Silva-2019;16726;0;92.02;2005-04-05;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16528A;1;92.03;2005-02-13;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16910A;0;92.02;2005-07-05;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16784A;1;92.03;2004-06-06;0;0
Escola municipal de T.I. Euridice F. de Mello;10787;3;92.03;2004-06-04;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16777;1;92.03;2005-03-09;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16679A;1;92.03;2004-10-12;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16871A;1;92.03;2004-11-15;0;0
Escola Municipal Beatriz Rodrigues da Silva-2019;16799;1;92.03;2005-11-03;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16755;0;92.02;2004-05-04;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16878;1;92.03;2005-03-05;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16668;0;92.02;2005-07-16;0;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16825;0;92.02;2003-01-03;1;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16783;1;92.03;2004-06-15;;
Escola Municipal Beatriz Rodrigues da Silva-2019;16561;1;92.03;2005-03-27;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16967;0;92.02;2004-10-18;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16891;1;92.03;2004-11-20;1;3
Escola municipal de T.I. Euridice F. de Mello;10777;3;92.03;2004-11-02;0;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16559;1;92.03;2005-03-29;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16765A;0;92.02;2005-05-01;0;1
Escola municipal Aurélio Buarque de Holanda;10170;0;92.03;2004-09-28;0;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16871;0;92.02;2004-04-11;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16563A;1;92.03;2004-12-25;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16687;0;92.02;2004-09-20;1;0
Escola Municipal Beatriz Rodrigues da Silva-2019;16533;1;92.03;2004-08-25;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16618;1;92.03;2005-03-23;0;2
Escola Municipal Beatriz Rodrigues da Silva-2019;16773;0;92.02;2006-03-28;1;0
Escola Municipal Beatriz Rodrigues da Silva-2019;16519;1;92.03;2004-08-01;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16581;0;92.02;2004-04-16;1;
Escola Municipal Beatriz Rodrigues da Silva-2019;16691;0;92.02;2004-01-09;0;1
Escola municipal de T.I. Euridice F. de Mello;10606;3;92.03;2004-09-30;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16528;0;92.02;2005-01-05;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16650;1;92.03;2004-08-05;0;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16793;0;92.02;2005-04-15;1;
Escola Municipal Beatriz Rodrigues da Silva-2019;16701;1;92.03;2004-04-23;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16946;0;92.02;2004-10-06;0;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16727;0;92.02;2005-01-08;1;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16689;1;92.03;2004-06-25;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16589;0;92.02;2005-03-25;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16815-A;1;92.03;2004-02-26;0;1
Escola municipal de T.I. Euridice F. de Mello;10558;3;92.03;2004-03-29;0;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16932;0;92.02;2005-05-20;1;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16570;0;92.02;2005-06-13;0;1
Escola municipal Aurélio Buarque de Holanda;10286;0;92.03;2005-07-19;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16585;0;92.02;2004-09-14;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16595;0;92.02;2004-08-02;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16548;0;92.02;2005-03-17;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16706;0;92.02;2004-08-22;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16506;0;92.02;2004-08-31;1;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16714;0;92.02;2004-08-26;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16885;0;92.02;2004-05-05;1;3
Escola municipal de T.I. Euridice F. de Mello;10671;3;92.03;2005-05-14;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16660;0;92.02;2004-08-30;0;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16759;0;92.02;2004-04-21;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16869A;0;92.01;2005-02-26;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16591;0;92.01;2005-05-28;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16651;0;92.01;2004-08-28;1;3
Escola municipal Aurélio Buarque de Holanda;10148;0;92.03;2004-08-07;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16859;0;92.01;2005-01-02;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16975;0;92.01;2004-06-13;0;3
Escola municipal Aurélio Buarque de Holanda;10096;0;92.03;2005-02-14;0;2
Escola Municipal Beatriz Rodrigues da Silva-2019;16682;0;92.01;2005-01-07;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16938;0;92.01;2004-07-15;0;1
Escola municipal Aurélio Buarque de Holanda;10415;0;92.03;2004-08-06;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16603;0;92.01;2004-06-04;0;1
Escola Municipal Beatriz Rodrigues da Silva-2019;16502;0;92.01;2004-04-14;1;4
Escola Municipal Beatriz Rodrigues da Silva-2019;16844;0;92.01;2004-11-12;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16507;0;92.01;2005-06-21;1;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16915;0;92.01;2004-11-01;0;3
Escola Municipal Beatriz Rodrigues da Silva-2019;16877;0;92.01;2004-06-28;1;3
